,0_RfR 0,0_RfR 1,0_RfR 2,1_RfR 0,1_RfR 1,1_RfR 2,2_RfR 0,2_RfR 1,2_RfR 2,3_RfR 0,3_RfR 1,3_RfR 2,4_RfR 0,4_RfR 1,4_RfR 2,EWS_DaysToThreat,A.1_DikeIncrease 0,A.1_DikeIncrease 1,A.1_DikeIncrease 2,A.2_DikeIncrease 0,A.2_DikeIncrease 1,A.2_DikeIncrease 2,A.3_DikeIncrease 0,A.3_DikeIncrease 1,A.3_DikeIncrease 2,A.4_DikeIncrease 0,A.4_DikeIncrease 1,A.4_DikeIncrease 2,A.5_DikeIncrease 0,A.5_DikeIncrease 1,A.5_DikeIncrease 2,Expected Annual Damage,Dike Investment Costs,RfR Investment Costs,Evacuation Costs,Expected Number of Deaths
17,0,1,0,0,0,0,1,1,0,1,1,1,0,0,1,2,5,0,0,0,0,0,6,0,0,6,7,5,9,3,2,19979676.888988394,267993002.09115478,765700000.0,1100.1823821755174,0.004308008669978956
18,0,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,5,0,0,4,2,0,6,3,3,5,2,3,9,0,1,2537912.9208780015,367482021.1336153,540300000.0,0.0,0.003072966600923015
19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,2,7,0,9,6,0,6,2,0,10,0,2,72790000.19306359,449393997.528591,84600000.0,0.0,0.09477022494572139
20,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,5,6,0,0,3,0,7,7,0,9,0,5,10,2,1,10746504.139507644,418517343.4759165,351800000.0,417.32551428860216,0.005754703209301583
21,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,3,6,0,1,0,3,0,6,6,0,4,2,5,10,0,1,47817837.15355413,343203638.1194746,182600000.0,2703.2390900964874,0.007219662140374124
22,1,1,0,0,1,0,1,1,0,1,0,1,0,0,1,0,5,0,0,1,0,0,8,0,0,6,0,5,9,0,2,18289360.989741832,246060371.45915365,946900000.0,0.0,0.02232063134082292
23,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,3,3,0,0,0,0,9,3,0,7,4,4,6,0,2,175366641.79281628,276989555.64423734,357700000.0,0.0,0.18784960515422244
24,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,5,0,3,0,3,0,9,5,0,5,3,4,9,1,1,31726212.487623643,387200820.6067823,236500000.0,1248.1409133060001,0.014093517873525155
25,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,7,1,1,0,1,0,7,0,0,9,3,3,9,5,2,23748733.70515433,413865608.77160215,382500000.0,0.0,0.03146718504462623
26,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,5,6,0,4,2,0,9,1,0,9,2,4,10,5,3,2959247.291488513,498046829.3814636,419100000.0,0.0,0.004021813117822197
27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,2,1,7,3,7,0,7,6,2,0,9,0,2,151410498.59329823,481439525.46884286,0.0,5579.313213887264,0.08556485733308952
28,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3,6,6,1,6,1,0,10,7,0,9,0,3,10,5,1,34543649.03207432,569389910.3488765,61400000.0,2677.60105977299,0.005386248149234524
29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,2,0,0,0,9,0,3,7,6,3,7,4,1,239610354.95430017,377499440.4565731,0.0,7790.317402665434,0.10312453041247038
30,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,6,0,2,10,0,7,2,0,9,5,3,9,3,2,113278623.40496385,519434985.2640506,30700000.0,0.0,0.14066821728788395
31,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,6,6,0,1,1,0,8,0,1,6,6,4,9,2,1,80024575.01367477,445794977.4853624,30700000.0,5027.094468202993,0.01600529651255595
32,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,6,0,1,10,0,6,1,0,7,2,0,10,1,2,124725300.44175279,479860819.56655943,30700000.0,0.0,0.1817887597242136
33,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,5,3,0,0,0,3,7,7,0,7,1,5,10,0,2,110980751.29132858,362869465.81692004,61400000.0,0.0,0.12270274783889482
34,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,8,0,0,6,0,5,9,6,2,33454150.71068442,259490445.9283443,623500000.0,0.0,0.05450820982676008
35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,2,0,0,10,0,0,4,1,2,9,0,0,1929565398.2782977,198440970.46797276,84600000.0,35107.583674911715,0.19303172532278928
36,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,6,0,0,0,0,0,6,1,0,6,1,3,5,0,5,316103837.7710022,228026267.9288729,121200000.0,11980.007280004656,0.14871191580346865
37,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,0,0,6,5,7,9,4,1,4,4,3,10,7,2,27989466.447550803,629564590.452787,30700000.0,0.0,0.04008022143238888
38,0,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,5,2,0,5,2,0,6,3,2,4,2,4,10,0,1,0.0,422256495.70810515,540300000.0,0.0,0.0
39,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,0,0,6,2,7,9,0,1,4,0,3,10,7,2,18258596.781997614,546935179.7182376,121200000.0,0.0,0.034117289730953335
40,1,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,4,6,3,2,0,0,9,4,0,1,7,1,9,4,2,7383068.782453893,465934204.2958745,509600000.0,0.0,0.0074586272704957116
41,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,7,0,0,0,2,0,6,0,0,9,6,0,5,0,1,246106717.08119816,243825175.58370888,273100000.0,9794.898301184916,0.12163880713824002
42,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,4,0,0,1,0,1,7,0,6,6,3,3,9,7,2,99026494.33836809,394080853.03253853,115300000.0,3103.9434284676554,0.05405062141385694
43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,2,1,0,0,7,6,0,5,1,2,9,0,5,167991661.30149096,395193322.5559647,0.0,0.0,0.2058944478833486
44,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,7,0,1,0,0,0,6,0,3,7,1,4,0,7,2,512935760.6707416,284533062.74553305,30700000.0,46040.147261281505,0.07892452937854817
45,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,4,0,3,6,1,5,2,7,0,809331441.7111074,217221267.9851822,30700000.0,25762.166396544442,0.438121492226879
46,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,3,0,1,0,0,6,2,0,6,6,3,5,0,5,291549224.62682086,329916588.45152026,121200000.0,0.0,0.4077961715245089
47,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,5,0,2,0,0,0,7,0,0,6,0,3,7,7,1,229211277.5007223,295373500.2310853,121200000.0,4843.132430777371,0.09019221477462505
48,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,7,0,0,0,2,0,6,0,0,6,0,0,7,0,1,203940884.00703096,230812314.12418947,151900000.0,0.0,0.29112991200691074
49,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,5,0,0,1,0,0,7,0,1,6,3,3,9,7,2,24793256.81391051,346610744.8675012,357700000.0,816.1662992099499,0.015585925847019759
50,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,5,0,0,0,0,0,6,0,0,9,1,4,3,7,3,183304436.76681906,247339014.7285319,357700000.0,8031.855594221122,0.09727011301697264
51,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,2,6,1,2,0,0,0,9,6,0,7,3,2,10,0,1,36187920.14207147,359372422.4967089,273100000.0,1764.6061400121596,0.006439652966153988
52,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,5,0,0,0,0,0,7,0,0,6,1,5,3,0,2,1015130195.463142,183371494.4308884,61400000.0,75784.24099262501,0.13102436030929182
53,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,6,0,0,7,3,2,6,3,1,445091485.5424856,231870335.20078102,84600000.0,16322.921998334199,0.28115940639325787
54,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,6,0,0,1,3,0,7,4,0,6,3,3,9,7,1,28050836.559107915,406205792.5579183,236500000.0,1151.1189838101755,0.017406410216846375
55,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,6,0,0,7,1,0,6,4,0,6,4,3,9,4,4,53828554.68515267,432330942.4821919,146000000.0,2279.0173667663025,0.0316706760336338
56,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,1,5,0,0,3,0,0,7,0,1,9,3,3,9,4,5,8096431.475763048,358995333.033727,478900000.0,234.32508282830446,0.007008966744599522
57,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,7,1,0,2,0,3,7,6,0,6,0,3,9,3,2,51631108.90645981,435820573.5237429,61400000.0,2230.432534367574,0.026910523056202194
58,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,7,1,0,7,0,0,6,3,0,6,1,3,10,0,1,9058762.809333595,368046630.3911093,388400000.0,0.0,0.018375687482334035
59,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,5,0,0,0,0,0,6,0,0,9,2,2,2,0,3,746188603.7104069,184086571.49862343,205800000.0,31927.81306626686,0.3370032748158416
60,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,2,5,0,0,0,0,5,7,7,0,6,4,5,9,0,2,20566280.356653526,321266275.9090013,357700000.0,1197.8012877229733,0.004390592627525013
61,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,2,0,0,0,3,0,8,0,0,5,1,5,1,0,2,388773225.57984966,208027710.9171715,624900000.0,0.0,0.4053976489629713
62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,1,0,1,0,0,9,0,0,6,5,2,0,4,3,734006993.0882533,284401987.1554885,0.0,52520.99130361064,0.12640744534754425
63,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,7,3,0,0,0,0,7,0,0,5,5,3,8,3,1,111894244.50561813,316265955.9595452,199900000.0,7257.521027972064,0.02439075000151403
64,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,6,3,0,0,2,0,6,3,2,7,2,4,10,0,4,62248713.95451505,387809440.0275962,146000000.0,0.0,0.08386296833164154
65,0,1,0,0,0,0,1,1,0,0,1,1,0,0,1,2,5,0,0,0,0,0,6,0,0,7,7,4,6,3,1,62508808.653026104,244477100.04243284,644500000.0,4457.89447695728,0.012572087940538278
66,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,7,0,0,7,1,7,0,1,6,1,3,10,7,5,92883034.1032496,532146145.161239,30700000.0,0.0,0.12518291820285474
67,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,5,0,3,1,0,0,6,0,0,6,2,4,7,0,2,341500716.6270621,286970383.2817296,121200000.0,8469.878247575958,0.1679364522850775
68,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,4,1,0,0,0,0,7,3,3,6,0,2,7,4,1,78721954.80501315,328153190.1636565,321100000.0,0.0,0.10682831984783228
69,0,1,0,1,0,0,0,0,0,1,1,1,0,0,1,2,5,0,0,0,0,0,6,0,0,6,4,5,6,0,2,107634017.91047391,199319162.65679336,922100000.0,6030.716650005856,0.027664188047307466
70,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,2,5,0,0,0,0,0,7,0,0,6,2,3,3,0,1,561720362.9654256,178854744.31441832,303800000.0,29011.759173869053,0.08596444468980573
71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,6,0,0,5,1,2,4,0,0,2700519382.706069,124986456.30026138,0.0,64120.171504862505,0.3838270063243058
72,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,5,0,3,7,0,2,3,3,0,835345805.0060639,198855556.80174184,115300000.0,34440.30366801275,0.3987569502050461
73,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,5,0,0,0,0,0,7,0,0,6,0,4,1,0,2,958679034.6499053,166199041.99608305,182600000.0,0.0,0.9959668631064782
74,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,3,6,0,0,0,0,0,6,0,0,4,0,3,5,0,1,198879112.05154002,177774851.59687153,419100000.0,17445.502783468197,0.027076261669562958
75,0,1,1,1,0,1,1,1,0,1,1,1,0,0,1,1,2,0,0,0,0,0,7,0,0,4,1,5,9,0,2,15830469.953515884,191925835.4846968,1285900000.0,543.8292711992974,0.006932431216575774
76,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,6,0,0,6,1,2,0,4,0,2584564883.4375067,127066146.20746863,84600000.0,44462.50918809709,0.8963556620258465
77,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,6,0,0,0,0,0,6,0,0,6,0,2,0,0,1,854892959.3224194,138709545.79579636,151900000.0,37055.170841972744,0.3431557684871765
78,1,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,5,0,0,1,0,0,8,0,0,6,0,5,10,0,3,12166703.514216684,256278903.33401164,916200000.0,0.0,0.015150320511489523
79,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,5,0,0,1,0,1,8,0,0,6,1,3,7,7,1,66848139.733009085,340249529.7681953,321100000.0,0.0,0.09387076670890519
80,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,5,0,0,6,0,4,7,0,2,289753946.44522405,169585194.61368832,544800000.0,0.0,0.5442235169901245
81,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3,2,1,0,0,0,0,5,0,0,1,0,4,4,0,6,1272607483.1097708,196812559.37824473,115300000.0,59451.05695761107,0.1674963530334551
82,0,1,0,1,0,1,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,7,0,0,7,1,6,4,0,1,157589626.0154128,167658929.1946835,945200000.0,0.0,0.17422935829754072
83,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,6,0,0,6,0,0,0,4,1,908007523.5964487,176941219.36946872,290400000.0,27864.63857570952,0.3666636289108729
84,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,6,7,0,0,0,0,8,2,0,7,1,3,9,0,2,111123657.95365797,334114052.1933831,61400000.0,8676.223737971219,0.01609065837722801
85,0,1,1,0,0,1,0,1,0,1,0,1,0,0,1,2,0,0,0,0,0,0,9,0,0,4,0,4,6,3,2,125945877.27530374,176114738.36960885,916200000.0,5510.2059799414965,0.019935570436156454
86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,1,0,7,0,0,9,0,5,0,4,5,850335088.702405,234890193.22856176,0.0,29683.029309430418,0.3417059861108523
87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,1,0,1,0,6,0,2,7,1,4,6,7,2,344342531.0334211,378232363.351592,0.0,27595.6151328033,0.07232751381679921
88,0,1,1,1,0,1,1,1,1,0,1,1,0,0,1,1,0,5,0,0,0,0,7,2,0,7,6,4,9,0,2,16294410.120196508,251861376.90939867,1195400000.0,592.8295955364871,0.007101455466385215
89,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,0,0,0,0,0,7,0,3,4,1,4,0,7,2,2424680919.232503,205009370.5165131,30700000.0,61187.65110084216,0.2603684709004171
90,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,9,1,3,7,0,1,2264849061.0231466,145794390.80390117,92100000.0,43199.830387785405,0.23669734845858625
91,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,5,0,0,0,0,0,7,0,0,9,7,2,7,0,2,255692989.17640707,217271798.37298274,273100000.0,3500.4297556312754,0.08771326530212291
92,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,9,0,0,5,1,1,6,0,1,2139686309.5988383,137790697.08453336,176700000.0,53621.361536053504,0.22202681082559098
93,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,3,2,0,0,0,0,0,5,0,0,1,0,3,10,0,1,126933409.93189238,174328847.06731093,442300000.0,6827.681896857937,0.026629235789794765
94,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,6,0,0,9,1,5,0,0,5,1015519033.7245485,142956108.85400504,290400000.0,32852.21075846708,0.39854909232378777
95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,7,1,0,0,9,6,0,6,1,2,5,7,2,193529878.03575155,471620739.0727842,0.0,18445.432352305488,0.03044151785624696
96,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,6,0,0,9,1,2,7,3,0,1934053530.5543485,150948737.85721892,146000000.0,28904.148271279315,0.2437421470848761
97,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,2,7,0,1,0,6,0,8,2,0,6,3,2,10,4,2,8230383.052844358,423711963.8688435,321100000.0,536.7494901495346,0.0017367151239864368
98,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,3,0,0,0,0,0,0,7,0,0,6,0,1,0,1,1,2661687885.742335,105470596.1455242,182600000.0,83553.67523561968,0.2858216147644924
99,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,6,0,0,0,0,0,7,0,0,6,1,5,4,1,1,705036385.9345015,220895102.40764815,61400000.0,48632.54514947938,0.12046464767817593
100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,7,0,0,0,5,7,0,3,6,1,5,6,4,5,275690849.92285705,425574525.4843065,0.0,16781.50074419323,0.05271137291556755
101,0,1,1,1,0,1,1,1,0,1,1,1,0,0,0,1,5,0,0,3,1,0,8,0,0,4,0,5,10,1,2,0.0,336879849.92608786,1029800000.0,0.0,0.0
102,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,6,0,0,6,0,1,0,3,2,1284912496.749298,145267338.4761248,169200000.0,86886.64850262462,0.1832513523162573
103,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,6,0,0,0,0,0,7,0,0,6,1,4,5,1,1,535484488.16816723,224447531.7217253,146000000.0,22301.814934970695,0.22248050162912356
104,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,7,0,0,6,2,2,4,0,1,2253702430.550115,127386969.12502974,303800000.0,20905.00661679082,0.7021612736264965
105,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,6,0,0,0,0,0,6,0,0,6,6,2,0,3,3,916353639.9992396,194995551.94924098,30700000.0,62910.732914906686,0.16402730381768965
106,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,9,0,1,1,0,0,7,0,0,6,1,2,5,7,1,188419230.0750089,357991573.50094604,61400000.0,0.0,0.2497579163800128
107,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3,6,0,0,0,0,5,7,0,0,5,1,2,3,3,2,589717397.2337867,279524677.91011655,61400000.0,51726.541824134845,0.08239503249761367
108,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,6,0,0,0,0,0,7,0,0,6,0,4,5,5,1,136601204.850991,234484442.07529765,369700000.0,5903.2389077071275,0.06849147383824752
109,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,7,0,0,5,1,3,7,0,1,2040071106.5545616,171673529.1171102,84600000.0,35317.67344950125,0.2636227430370535
110,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,3,1,0,0,0,0,0,6,0,0,8,3,2,0,0,1,1251340600.6225536,126910874.00272162,230600000.0,88759.86316638891,0.1565367962558139
111,0,1,0,1,0,1,1,1,0,1,1,1,0,0,1,1,2,0,0,0,0,0,7,7,0,7,3,5,9,0,2,15830469.953515884,245648291.8008831,1201300000.0,543.8292711992974,0.006932431216575774
112,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,5,0,3,0,0,0,6,0,0,6,5,2,8,3,6,250257203.5693316,318595381.2935346,30700000.0,9042.985334112578,0.0456769260208062
113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,0,0,0,0,0,6,3,0,6,3,2,0,1,0,1024394720.5329355,187026946.8276739,0.0,72483.36782360467,0.1839482421149989
114,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,6,0,0,0,0,0,6,0,0,7,1,5,0,1,1,983559440.9808794,179786876.70899463,61400000.0,85895.06307127638,0.13245138269241963
115,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,7,4,0,0,5,0,6,2,0,6,2,2,9,0,3,126367240.45732585,371934679.71445495,115300000.0,7921.636258460937,0.028595675205277636
116,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,2,6,0,0,3,0,0,9,0,0,5,6,2,6,4,7,18582933.241522215,328685040.6523733,478900000.0,1483.3932608434448,0.0036250203965072863
117,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,5,0,0,0,0,0,7,0,0,6,0,3,1,0,1,1013285063.4065353,162052045.84892422,121200000.0,37750.793977374604,0.3806162254173533
118,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,4,0,0,6,2,2,1,0,5,2367341979.2373567,120520009.64496519,303800000.0,26546.234901213946,0.7517796365395946
119,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,6,0,0,0,5,0,7,0,0,6,6,6,5,0,1,631142959.4976232,267464270.6035655,61400000.0,25378.05589017018,0.2592225474116512
120,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,5,1,0,0,0,0,6,0,0,1,1,5,4,0,6,702501248.8195255,228187209.5899855,30700000.0,56285.02014808766,0.10133530203868032
121,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,3,4,0,0,0,0,0,7,0,0,5,1,4,7,0,2,337600942.20633686,191560523.72812867,146000000.0,27119.78062978959,0.04696255026524245
122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,9,0,0,6,0,5,7,0,0,463118108.11999035,171647412.42395458,0.0,0.0,0.5301948115213346
123,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,6,3,0,1,2,2,0,0,0,2697340441.922716,83014778.98456934,84600000.0,85398.54842817226,0.3729088644775309
124,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,6,0,0,6,1,3,7,0,1,2281296837.0368156,170977330.09157017,30700000.0,35595.356915425145,0.30036044954942864
125,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,5,0,0,0,0,0,7,0,0,6,1,3,3,0,1,836506699.2142285,177252131.52247202,151900000.0,29610.50456739378,0.3155567198723578
126,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,6,0,0,7,1,5,0,0,1,1006521547.3937857,135468312.40590686,199900000.0,71105.5651608832,0.17742468886345147
127,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,3,4,4,0,0,0,0,7,3,0,6,2,2,9,0,3,109385375.98906498,292747014.51515794,146000000.0,8582.322417975862,0.01578057618280657
128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,0,0,0,0,7,0,0,6,2,4,5,7,1,785932700.0690273,290375539.70162135,0.0,11876.796932277679,0.3008820722862787
