epsilon_progress,nfe
0,0
43,100
203,1100
330,2100
433,3100
514,4100
574,5100
636,6100
696,7100
750,8100
795,9100
824,10387
893,11419
959,12451
1005,13483
1043,14515
1080,15547
1111,16579
1143,17611
1164,18643
1186,19675
1207,20707
1218,21739
1231,22771
1249,23803
1262,24835
1270,25867
1276,26899
1282,27931
1288,28963
1300,29995
1305,31027
1309,32059
1313,33091
1320,34123
1330,35155
1337,36187
1339,37219
1346,38251
1348,39283
1351,40315
