epsilon_progress,nfe
0,0
33,100
221,1100
407,2100
513,3100
616,4100
703,5100
770,6100
817,7100
851,8100
878,9100
903,10420
1019,11540
1105,12660
1175,13780
1249,14900
1307,16020
1343,17140
1396,18260
1436,19380
1473,20500
1498,21620
1525,22740
1549,23860
1578,24980
1598,26100
1618,27220
1625,28340
1637,29460
1656,30580
1668,31700
1682,32820
1694,33940
1707,35060
1715,36180
1726,37300
1735,38420
1748,39540
1754,40100
