epsilon_progress,nfe
0,0
26,100
185,1100
358,2100
472,3100
556,4100
624,5100
658,6100
703,7100
741,8100
771,9100
804,10417
921,11529
996,12641
1045,13753
1104,14865
1158,15977
1192,17089
1224,18201
1261,19313
1290,20425
1322,21537
1349,22649
1378,23761
1391,24873
1413,25985
1428,27097
1448,28209
1464,29321
1483,30433
1499,31545
1508,32657
1515,33769
1521,34881
1531,35993
1542,37105
1551,38217
1561,39329
1567,40441
