,epsilon_progress,nfe
0,0,0
1,14,100
2,69,1100
3,136,2100
4,199,3100
5,250,4100
6,279,5100
7,292,6100
8,297,7100
9,301,8100
10,303,9100
11,304,10100
12,304,11100
13,305,12100
14,305,13100
15,307,14100
16,307,15100
17,308,16100
18,308,17100
19,308,18100
20,308,19100
21,308,20000
