epsilon_progress,nfe
0,0
38,100
207,1100
349,2100
459,3100
545,4100
614,5100
668,6100
703,7100
733,8100
753,9100
777,10375
844,11375
888,12375
933,13375
958,14375
996,15375
1020,16375
1036,17375
1060,18375
1082,19375
1108,20375
1128,21375
1149,22375
1165,23375
1192,24375
1212,25375
1231,26375
1242,27375
1253,28375
1265,29375
1273,30375
1280,31375
1289,32375
1298,33375
1303,34375
1310,35375
1323,36375
1334,37375
1341,38375
1346,39375
1352,40375
