epsilon_progress,nfe
0,0
31,100
210,1100
365,2100
470,3100
566,4100
647,5100
684,6100
714,7100
740,8100
771,9100
791,10369
913,11845
992,13321
1063,14797
1123,16273
1177,17749
1217,19225
1257,20701
1289,22177
1321,23653
1344,25129
1373,26605
1395,28081
1412,29557
1437,31033
1446,32509
1460,33985
1473,35461
1490,36937
1504,38413
1516,39889
1518,40381
